Interests,Budget_Range,Travel_Type,Duration,Accommodation_Preference,Preferred_Locations,Activities
"Culture, Wildlife",Low,Group,One Week,Budget,"Kandy, Udawalawa","Temple of the Sacred Tooth Relic Visit, Cultural Dance Show, Gadaladeniya, Lankathilaka, & Embekke Temples Tour, Udawalawe National Park Jeep Safari, Visit the Elephant Transit Home, Bird Watching at Udawalawe Reservoir, Night Safari in Udawalawe Buffer Zone"
"Culture, Wildlife",High,Group,One Week,Budget,"Kandy, Udawalawa","Temple of the Sacred Tooth Relic Visit, Cultural Dance Show, Gadaladeniya, Lankathilaka, & Embekke Temples Tour, Udawalawe National Park Jeep Safari, Visit the Elephant Transit Home, Bird Watching at Udawalawe Reservoir, Night Safari in Udawalawe Buffer Zone"
"Culture, Wildlife",Medium,Family,One Week,Budget,"Mihintale, Minneriya","Climb Mihintale Sacred Hill, Explore Ancient Monasteries & Stupas, Visit the Kantaka Chetiya Stupa, Visit the Kantaka Chetiya Stupa"
"Culture, Wildlife",Low,Family,One Week,Budget,"Mihintale, Minneriya","Climb Mihintale Sacred Hill, Explore Ancient Monasteries & Stupas, Visit the Kantaka Chetiya Stupa, Visit the Kantaka Chetiya Stupa"
"Culture, Wildlife",High,Family,One Week,Budget,"Mihintale, Minneriya","Climb Mihintale Sacred Hill, Explore Ancient Monasteries & Stupas, Visit the Kantaka Chetiya Stupa, Visit the Kantaka Chetiya Stupa"
"Culture, Wildlife",Medium,Solo,One Week,Budget,"Mihintale, Minneriya","Climb Mihintale Sacred Hill, Explore Ancient Monasteries & Stupas, Visit the Kantaka Chetiya Stupa, Visit the Kantaka Chetiya Stupa"
"Culture, Wildlife",Low,Solo,One Week,Budget,"Mihintale, Minneriya","Climb Mihintale Sacred Hill, Explore Ancient Monasteries & Stupas, Visit the Kantaka Chetiya Stupa, Visit the Kantaka Chetiya Stupa"
"Culture, Wildlife",High,Solo,One Week,Budget,"Mihintale, Minneriya","Climb Mihintale Sacred Hill, Explore Ancient Monasteries & Stupas, Visit the Kantaka Chetiya Stupa, Visit the Kantaka Chetiya Stupa"
"Culture, Wildlife",Medium,Group,One Week,Luxury,"Mihintale, Minneriya","Climb Mihintale Sacred Hill, Explore Ancient Monasteries & Stupas, Visit the Kantaka Chetiya Stupa, Visit the Kantaka Chetiya Stupa"
"Culture, Wildlife",Low,Group,One Week,Luxury,"Mihintale, Minneriya","Climb Mihintale Sacred Hill, Explore Ancient Monasteries & Stupas, Visit the Kantaka Chetiya Stupa, Visit the Kantaka Chetiya Stupa"
"Culture, Wildlife",High,Group,One Week,Luxury,"Mihintale, Minneriya","Climb Mihintale Sacred Hill, Explore Ancient Monasteries & Stupas, Visit the Kantaka Chetiya Stupa, Visit the Kantaka Chetiya Stupa"
"Culture, Wildlife",Medium,Family,One Week,Luxury,"Mihintale, Minneriya","Climb Mihintale Sacred Hill, Explore Ancient Monasteries & Stupas, Visit the Kantaka Chetiya Stupa, Visit the Kantaka Chetiya Stupa"
"Culture, Wildlife",Low,Family,One Week,Luxury,"Mihintale, Minneriya","Climb Mihintale Sacred Hill, Explore Ancient Monasteries & Stupas, Visit the Kantaka Chetiya Stupa, Visit the Kantaka Chetiya Stupa"
"Culture, Wildlife",High,Family,One Week,Luxury,"Mihintale, Minneriya","Climb Mihintale Sacred Hill, Explore Ancient Monasteries & Stupas, Visit the Kantaka Chetiya Stupa, Visit the Kantaka Chetiya Stupa"
"Culture, Wildlife",Medium,Solo,One Week,Luxury,"Mihintale, Minneriya","Climb Mihintale Sacred Hill, Explore Ancient Monasteries & Stupas, Visit the Kantaka Chetiya Stupa, Visit the Kantaka Chetiya Stupa"
"Culture, Wildlife",Low,Solo,One Week,Luxury,"Mihintale, Minneriya","Climb Mihintale Sacred Hill, Explore Ancient Monasteries & Stupas, Visit the Kantaka Chetiya Stupa, Visit the Kantaka Chetiya Stupa"
"Culture, Wildlife",High,Solo,One Week,Luxury,"Mihintale, Minneriya","Climb Mihintale Sacred Hill, Explore Ancient Monasteries & Stupas, Visit the Kantaka Chetiya Stupa, Visit the Kantaka Chetiya Stupa"
"Culture, Wildlife",Medium,Group,Two Weeks,Eco-friendly,"Colombo, Galle, Yala","Week 01 - Gangaramaya Temple Visit, Explore one of Colombo’s most iconic Buddhist temples, Old Dutch Hospital & Pettah Market Tour, Explore Galle Fort, Visit the Maritime Archaeology Museum, Week 02 -Heading to Yala, Yala National Park Safari, Night Safari in Yala Buffer Zone, Bird Watching at Bundala Wetland, Camping in Yala National Park"
"Culture, Wildlife",Low,Group,Two Weeks,Eco-friendly,"Colombo, Galle, Yala","Week 01 - Gangaramaya Temple Visit, Explore one of Colombo’s most iconic Buddhist temples, Old Dutch Hospital & Pettah Market Tour, Explore Galle Fort, Visit the Maritime Archaeology Museum, Week 02 -Heading to Yala, Yala National Park Safari, Night Safari in Yala Buffer Zone, Bird Watching at Bundala Wetland, Camping in Yala National Park"
"Culture, Wildlife",High,Group,Two Weeks,Eco-friendly,"Colombo, Galle, Yala","Week 01 - Gangaramaya Temple Visit, Explore one of Colombo’s most iconic Buddhist temples, Old Dutch Hospital & Pettah Market Tour, Explore Galle Fort, Visit the Maritime Archaeology Museum, Week 02 -Heading to Yala, Yala National Park Safari, Night Safari in Yala Buffer Zone, Bird Watching at Bundala Wetland, Camping in Yala National Park"
"Culture, Wildlife",Medium,Family,Two Weeks,Eco-friendly,"Colombo, Galle, Yala","Week 01 - Gangaramaya Temple Visit, Explore one of Colombo’s most iconic Buddhist temples, Old Dutch Hospital & Pettah Market Tour, Explore Galle Fort, Visit the Maritime Archaeology Museum, Week 02 -Heading to Yala, Yala National Park Safari, Night Safari in Yala Buffer Zone, Bird Watching at Bundala Wetland, Camping in Yala National Park"
"Culture, Wildlife",Low,Family,Two Weeks,Eco-friendly,"Colombo, Galle, Yala","Week 01 - Gangaramaya Temple Visit, Explore one of Colombo’s most iconic Buddhist temples, Old Dutch Hospital & Pettah Market Tour, Explore Galle Fort, Visit the Maritime Archaeology Museum, Week 02 -Heading to Yala, Yala National Park Safari, Night Safari in Yala Buffer Zone, Bird Watching at Bundala Wetland, Camping in Yala National Park"
"Culture, Wildlife",High,Family,Two Weeks,Eco-friendly,"Colombo, Galle, Yala","Week 01 - Gangaramaya Temple Visit, Explore one of Colombo’s most iconic Buddhist temples, Old Dutch Hospital & Pettah Market Tour, Explore Galle Fort, Visit the Maritime Archaeology Museum, Week 02 -Heading to Yala, Yala National Park Safari, Night Safari in Yala Buffer Zone, Bird Watching at Bundala Wetland, Camping in Yala National Park"
"Culture, Wildlife",Medium,Solo,Two Weeks,Eco-friendly,"Colombo, Galle, Yala","Week 01 - Gangaramaya Temple Visit, Explore one of Colombo’s most iconic Buddhist temples, Old Dutch Hospital & Pettah Market Tour, Explore Galle Fort, Visit the Maritime Archaeology Museum, Week 02 -Heading to Yala, Yala National Park Safari, Night Safari in Yala Buffer Zone, Bird Watching at Bundala Wetland, Camping in Yala National Park"
"Culture, Wildlife",Low,Solo,Two Weeks,Eco-friendly,"Colombo, Galle, Yala","Week 01 - Gangaramaya Temple Visit, Explore one of Colombo’s most iconic Buddhist temples, Old Dutch Hospital & Pettah Market Tour, Explore Galle Fort, Visit the Maritime Archaeology Museum, Week 02 -Heading to Yala, Yala National Park Safari, Night Safari in Yala Buffer Zone, Bird Watching at Bundala Wetland, Camping in Yala National Park"
"Culture, Wildlife",High,Solo,Two Weeks,Eco-friendly,"Colombo, Galle, Yala","Week 01 - Gangaramaya Temple Visit, Explore one of Colombo’s most iconic Buddhist temples, Old Dutch Hospital & Pettah Market Tour, Explore Galle Fort, Visit the Maritime Archaeology Museum, Week 02 -Heading to Yala, Yala National Park Safari, Night Safari in Yala Buffer Zone, Bird Watching at Bundala Wetland, Camping in Yala National Park"
"Culture, Wildlife",Medium,Group,Two Weeks,Budget,"Colombo, Galle, Yala","Week 01 - Gangaramaya Temple Visit, Explore one of Colombo’s most iconic Buddhist temples, Old Dutch Hospital & Pettah Market Tour, Explore Galle Fort, Visit the Maritime Archaeology Museum, Week 02 -Heading to Yala, Yala National Park Safari, Night Safari in Yala Buffer Zone, Bird Watching at Bundala Wetland, Camping in Yala National Park"
"Culture, Wildlife",Low,Group,Two Weeks,Budget,"Colombo, Galle, Yala","Week 01 - Gangaramaya Temple Visit, Explore one of Colombo’s most iconic Buddhist temples, Old Dutch Hospital & Pettah Market Tour, Explore Galle Fort, Visit the Maritime Archaeology Museum, Week 02 -Heading to Yala, Yala National Park Safari, Night Safari in Yala Buffer Zone, Bird Watching at Bundala Wetland, Camping in Yala National Park"
"Culture, Wildlife",High,Group,Two Weeks,Budget,"Colombo, Galle, Yala","Week 01 - Gangaramaya Temple Visit, Explore one of Colombo’s most iconic Buddhist temples, Old Dutch Hospital & Pettah Market Tour, Explore Galle Fort, Visit the Maritime Archaeology Museum, Week 02 -Heading to Yala, Yala National Park Safari, Night Safari in Yala Buffer Zone, Bird Watching at Bundala Wetland, Camping in Yala National Park"
"Culture, Wildlife",Medium,Family,Two Weeks,Budget,"Colombo, Galle, Yala","Week 01 - Gangaramaya Temple Visit, Explore one of Colombo’s most iconic Buddhist temples, Old Dutch Hospital & Pettah Market Tour, Explore Galle Fort, Visit the Maritime Archaeology Museum, Week 02 -Heading to Yala, Yala National Park Safari, Night Safari in Yala Buffer Zone, Bird Watching at Bundala Wetland, Camping in Yala National Park"
"Culture, Wildlife",Low,Family,Two Weeks,Budget,"Colombo, Galle, Yala","Week 01 - Gangaramaya Temple Visit, Explore one of Colombo’s most iconic Buddhist temples, Old Dutch Hospital & Pettah Market Tour, Explore Galle Fort, Visit the Maritime Archaeology Museum, Week 02 -Heading to Yala, Yala National Park Safari, Night Safari in Yala Buffer Zone, Bird Watching at Bundala Wetland, Camping in Yala National Park"
"Culture, Wildlife",High,Family,Two Weeks,Budget,"Colombo, Galle, Yala","Week 01 - Gangaramaya Temple Visit, Explore one of Colombo’s most iconic Buddhist temples, Old Dutch Hospital & Pettah Market Tour, Explore Galle Fort, Visit the Maritime Archaeology Museum, Week 02 -Heading to Yala, Yala National Park Safari, Night Safari in Yala Buffer Zone, Bird Watching at Bundala Wetland, Camping in Yala National Park"
"Culture, Wildlife",Medium,Solo,Two Weeks,Budget,"Colombo, Galle, Yala","Week 01 - Gangaramaya Temple Visit, Explore one of Colombo’s most iconic Buddhist temples, Old Dutch Hospital & Pettah Market Tour, Explore Galle Fort, Visit the Maritime Archaeology Museum, Week 02 -Heading to Yala, Yala National Park Safari, Night Safari in Yala Buffer Zone, Bird Watching at Bundala Wetland, Camping in Yala National Park"
"Culture, Wildlife",Low,Solo,Two Weeks,Budget,"Colombo, Galle, Yala","Week 01 - Gangaramaya Temple Visit, Explore one of Colombo’s most iconic Buddhist temples, Old Dutch Hospital & Pettah Market Tour, Explore Galle Fort, Visit the Maritime Archaeology Museum, Week 02 -Heading to Yala, Yala National Park Safari, Night Safari in Yala Buffer Zone, Bird Watching at Bundala Wetland, Camping in Yala National Park"
"Culture, Wildlife",High,Solo,Two Weeks,Budget,"Colombo, Galle, Yala","Week 01 - Gangaramaya Temple Visit, Explore one of Colombo’s most iconic Buddhist temples, Old Dutch Hospital & Pettah Market Tour, Explore Galle Fort, Visit the Maritime Archaeology Museum, Week 02 -Heading to Yala, Yala National Park Safari, Night Safari in Yala Buffer Zone, Bird Watching at Bundala Wetland, Camping in Yala National Park"
"Culture, Wildlife",Medium,Group,Two Weeks,Luxury,"Colombo, Galle, Yala","Week 01 - Gangaramaya Temple Visit, Explore one of Colombo’s most iconic Buddhist temples, Old Dutch Hospital & Pettah Market Tour, Explore Galle Fort, Visit the Maritime Archaeology Museum, Week 02 -Heading to Yala, Yala National Park Safari, Night Safari in Yala Buffer Zone, Bird Watching at Bundala Wetland, Camping in Yala National Park"
"Culture, Wildlife",Low,Group,Two Weeks,Luxury,"Colombo, Galle, Yala","Week 01 - Gangaramaya Temple Visit, Explore one of Colombo’s most iconic Buddhist temples, Old Dutch Hospital & Pettah Market Tour, Explore Galle Fort, Visit the Maritime Archaeology Museum, Week 02 -Heading to Yala, Yala National Park Safari, Night Safari in Yala Buffer Zone, Bird Watching at Bundala Wetland, Camping in Yala National Park"
"Culture, Wildlife",High,Group,Two Weeks,Luxury,"Colombo, Galle, Yala","Week 01 - Gangaramaya Temple Visit, Explore one of Colombo’s most iconic Buddhist temples, Old Dutch Hospital & Pettah Market Tour, Explore Galle Fort, Visit the Maritime Archaeology Museum, Week 02 -Heading to Yala, Yala National Park Safari, Night Safari in Yala Buffer Zone, Bird Watching at Bundala Wetland, Camping in Yala National Park"
"Culture, Wildlife",Medium,Family,Two Weeks,Luxury,"Colombo, Galle, Yala","Week 01 - Gangaramaya Temple Visit, Explore one of Colombo’s most iconic Buddhist temples, Old Dutch Hospital & Pettah Market Tour, Explore Galle Fort, Visit the Maritime Archaeology Museum, Week 02 -Heading to Yala, Yala National Park Safari, Night Safari in Yala Buffer Zone, Bird Watching at Bundala Wetland, Camping in Yala National Park"
"Culture, Wildlife",Low,Family,Two Weeks,Luxury,"Colombo, Galle, Yala","Week 01 - Gangaramaya Temple Visit, Explore one of Colombo’s most iconic Buddhist temples, Old Dutch Hospital & Pettah Market Tour, Explore Galle Fort, Visit the Maritime Archaeology Museum, Week 02 -Heading to Yala, Yala National Park Safari, Night Safari in Yala Buffer Zone, Bird Watching at Bundala Wetland, Camping in Yala National Park"
"Culture, Wildlife",High,Family,Two Weeks,Luxury,"Colombo, Galle, Yala","Week 01 - Gangaramaya Temple Visit, Explore one of Colombo’s most iconic Buddhist temples, Old Dutch Hospital & Pettah Market Tour, Explore Galle Fort, Visit the Maritime Archaeology Museum, Week 02 -Heading to Yala, Yala National Park Safari, Night Safari in Yala Buffer Zone, Bird Watching at Bundala Wetland, Camping in Yala National Park"
"Culture, Wildlife",Medium,Solo,Two Weeks,Luxury,"Colombo, Galle, Yala","Week 01 - Gangaramaya Temple Visit, Explore one of Colombo’s most iconic Buddhist temples, Old Dutch Hospital & Pettah Market Tour, Explore Galle Fort, Visit the Maritime Archaeology Museum, Week 02 -Heading to Yala, Yala National Park Safari, Night Safari in Yala Buffer Zone, Bird Watching at Bundala Wetland, Camping in Yala National Park"
"Culture, Wildlife",Low,Solo,Two Weeks,Luxury,"Colombo, Galle, Yala","Week 01 - Gangaramaya Temple Visit, Explore one of Colombo’s most iconic Buddhist temples, Old Dutch Hospital & Pettah Market Tour, Explore Galle Fort, Visit the Maritime Archaeology Museum, Week 02 -Heading to Yala, Yala National Park Safari, Night Safari in Yala Buffer Zone, Bird Watching at Bundala Wetland, Camping in Yala National Park"
"Culture, Wildlife",High,Solo,Two Weeks,Luxury,"Colombo, Galle, Yala","Week 01 - Gangaramaya Temple Visit, Explore one of Colombo’s most iconic Buddhist temples, Old Dutch Hospital & Pettah Market Tour, Explore Galle Fort, Visit the Maritime Archaeology Museum, Week 02 -Heading to Yala, Yala National Park Safari, Night Safari in Yala Buffer Zone, Bird Watching at Bundala Wetland, Camping in Yala National Park"
"Culture, Wildlife",Medium,Group,Two Weeks,Eco-friendly,"Colombo, Galle, Yala","Week 01 - Gangaramaya Temple Visit, Explore one of Colombo’s most iconic Buddhist temples, Old Dutch Hospital & Pettah Market Tour, Explore Galle Fort, Visit the Maritime Archaeology Museum, Week 02 -Heading to Yala, Yala National Park Safari, Night Safari in Yala Buffer Zone, Bird Watching at Bundala Wetland, Camping in Yala National Park"
"Culture, Wildlife",Low,Group,Two Weeks,Eco-friendly,"Colombo, Galle, Yala","Week 01 - Gangaramaya Temple Visit, Explore one of Colombo’s most iconic Buddhist temples, Old Dutch Hospital & Pettah Market Tour, Explore Galle Fort, Visit the Maritime Archaeology Museum, Week 02 -Heading to Yala, Yala National Park Safari, Night Safari in Yala Buffer Zone, Bird Watching at Bundala Wetland, Camping in Yala National Park"
"Culture, Wildlife",High,Group,Two Weeks,Eco-friendly,"Colombo, Galle, Yala","Week 01 - Gangaramaya Temple Visit, Explore one of Colombo’s most iconic Buddhist temples, Old Dutch Hospital & Pettah Market Tour, Explore Galle Fort, Visit the Maritime Archaeology Museum, Week 02 -Heading to Yala, Yala National Park Safari, Night Safari in Yala Buffer Zone, Bird Watching at Bundala Wetland, Camping in Yala National Park"
"Culture, Wildlife",Medium,Family,Two Weeks,Eco-friendly,"Colombo, Galle, Yala","Week 01 - Gangaramaya Temple Visit, Explore one of Colombo’s most iconic Buddhist temples, Old Dutch Hospital & Pettah Market Tour, Explore Galle Fort, Visit the Maritime Archaeology Museum, Week 02 -Heading to Yala, Yala National Park Safari, Night Safari in Yala Buffer Zone, Bird Watching at Bundala Wetland, Camping in Yala National Park"
"Culture, Wildlife",Low,Family,Two Weeks,Eco-friendly,"Colombo, Galle, Yala","Week 01 - Gangaramaya Temple Visit, Explore one of Colombo’s most iconic Buddhist temples, Old Dutch Hospital & Pettah Market Tour, Explore Galle Fort, Visit the Maritime Archaeology Museum, Week 02 -Heading to Yala, Yala National Park Safari, Night Safari in Yala Buffer Zone, Bird Watching at Bundala Wetland, Camping in Yala National Park"
"Culture, Wildlife",High,Family,Two Weeks,Eco-friendly,"Colombo, Galle, Yala","Week 01 - Gangaramaya Temple Visit, Explore one of Colombo’s most iconic Buddhist temples, Old Dutch Hospital & Pettah Market Tour, Explore Galle Fort, Visit the Maritime Archaeology Museum, Week 02 -Heading to Yala, Yala National Park Safari, Night Safari in Yala Buffer Zone, Bird Watching at Bundala Wetland, Camping in Yala National Park"
"Culture, Wildlife",Medium,Solo,Two Weeks,Eco-friendly,"Anuradhapura, Wilpattu","Week 01 - Visit Sri Maha Bodhi Tree, Explore Ruwanwelisaya Stupa, Walk Around Jetavanaramaya Monastery, Visit Isurumuniya Temple, Week 02 - Wilpattu National Park Jeep Safari, Visit Villu Wetlands, Sloth Bear Spotting, Butterfly Watching"
"Culture, Wildlife",Low,Solo,Two Weeks,Eco-friendly,"Anuradhapura, Wilpattu","Week 01 - Visit Sri Maha Bodhi Tree, Explore Ruwanwelisaya Stupa, Walk Around Jetavanaramaya Monastery, Visit Isurumuniya Temple, Week 02 - Wilpattu National Park Jeep Safari, Visit Villu Wetlands, Sloth Bear Spotting, Butterfly Watching"
"Culture, Wildlife",High,Solo,Two Weeks,Eco-friendly,"Anuradhapura, Wilpattu","Week 01 - Visit Sri Maha Bodhi Tree, Explore Ruwanwelisaya Stupa, Walk Around Jetavanaramaya Monastery, Visit Isurumuniya Temple, Week 02 - Wilpattu National Park Jeep Safari, Visit Villu Wetlands, Sloth Bear Spotting, Butterfly Watching"
"Culture, Wildlife",Medium,Group,Two Weeks,Budget,"Anuradhapura, Wilpattu","Week 01 - Visit Sri Maha Bodhi Tree, Explore Ruwanwelisaya Stupa, Walk Around Jetavanaramaya Monastery, Visit Isurumuniya Temple, Week 02 - Wilpattu National Park Jeep Safari, Visit Villu Wetlands, Sloth Bear Spotting, Butterfly Watching"
"Culture, Wildlife",Low,Group,Two Weeks,Budget,"Anuradhapura, Wilpattu","Week 01 - Visit Sri Maha Bodhi Tree, Explore Ruwanwelisaya Stupa, Walk Around Jetavanaramaya Monastery, Visit Isurumuniya Temple, Week 02 - Wilpattu National Park Jeep Safari, Visit Villu Wetlands, Sloth Bear Spotting, Butterfly Watching"
"Culture, Wildlife",High,Group,Two Weeks,Budget,"Anuradhapura, Wilpattu","Week 01 - Visit Sri Maha Bodhi Tree, Explore Ruwanwelisaya Stupa, Walk Around Jetavanaramaya Monastery, Visit Isurumuniya Temple, Week 02 - Wilpattu National Park Jeep Safari, Visit Villu Wetlands, Sloth Bear Spotting, Butterfly Watching"
"Culture, Wildlife",Medium,Family,Two Weeks,Budget,"Anuradhapura, Wilpattu","Week 01 - Visit Sri Maha Bodhi Tree, Explore Ruwanwelisaya Stupa, Walk Around Jetavanaramaya Monastery, Visit Isurumuniya Temple, Week 02 - Wilpattu National Park Jeep Safari, Visit Villu Wetlands, Sloth Bear Spotting, Butterfly Watching"
"Culture, Wildlife",Low,Family,Two Weeks,Budget,"Anuradhapura, Wilpattu","Week 01 - Visit Sri Maha Bodhi Tree, Explore Ruwanwelisaya Stupa, Walk Around Jetavanaramaya Monastery, Visit Isurumuniya Temple, Week 02 - Wilpattu National Park Jeep Safari, Visit Villu Wetlands, Sloth Bear Spotting, Butterfly Watching"
"Culture, Wildlife",High,Family,Two Weeks,Budget,"Anuradhapura, Wilpattu","Week 01 - Visit Sri Maha Bodhi Tree, Explore Ruwanwelisaya Stupa, Walk Around Jetavanaramaya Monastery, Visit Isurumuniya Temple, Week 02 - Wilpattu National Park Jeep Safari, Visit Villu Wetlands, Sloth Bear Spotting, Butterfly Watching"
"Culture, Wildlife",Medium,Solo,Two Weeks,Budget,"Anuradhapura, Wilpattu","Week 01 - Visit Sri Maha Bodhi Tree, Explore Ruwanwelisaya Stupa, Walk Around Jetavanaramaya Monastery, Visit Isurumuniya Temple, Week 02 - Wilpattu National Park Jeep Safari, Visit Villu Wetlands, Sloth Bear Spotting, Butterfly Watching"
"Culture, Wildlife",Low,Solo,Two Weeks,Budget,"Anuradhapura, Wilpattu","Week 01 - Visit Sri Maha Bodhi Tree, Explore Ruwanwelisaya Stupa, Walk Around Jetavanaramaya Monastery, Visit Isurumuniya Temple, Week 02 - Wilpattu National Park Jeep Safari, Visit Villu Wetlands, Sloth Bear Spotting, Butterfly Watching"
"Culture, Wildlife",High,Solo,Two Weeks,Budget,"Anuradhapura, Wilpattu","Week 01 - Visit Sri Maha Bodhi Tree, Explore Ruwanwelisaya Stupa, Walk Around Jetavanaramaya Monastery, Visit Isurumuniya Temple, Week 02 - Wilpattu National Park Jeep Safari, Visit Villu Wetlands, Sloth Bear Spotting, Butterfly Watching"
"Culture, Wildlife",Medium,Group,Two Weeks,Luxury,"Anuradhapura, Wilpattu","Week 01 - Visit Sri Maha Bodhi Tree, Explore Ruwanwelisaya Stupa, Walk Around Jetavanaramaya Monastery, Visit Isurumuniya Temple, Week 02 - Wilpattu National Park Jeep Safari, Visit Villu Wetlands, Sloth Bear Spotting, Butterfly Watching"
"Culture, Wildlife",Low,Group,Two Weeks,Luxury,"Anuradhapura, Wilpattu","Week 01 - Visit Sri Maha Bodhi Tree, Explore Ruwanwelisaya Stupa, Walk Around Jetavanaramaya Monastery, Visit Isurumuniya Temple, Week 02 - Wilpattu National Park Jeep Safari, Visit Villu Wetlands, Sloth Bear Spotting, Butterfly Watching"
"Culture, Wildlife",High,Group,Two Weeks,Luxury,"Anuradhapura, Wilpattu","Week 01 - Visit Sri Maha Bodhi Tree, Explore Ruwanwelisaya Stupa, Walk Around Jetavanaramaya Monastery, Visit Isurumuniya Temple, Week 02 - Wilpattu National Park Jeep Safari, Visit Villu Wetlands, Sloth Bear Spotting, Butterfly Watching"
"Culture, Wildlife",Medium,Family,Two Weeks,Luxury,"Anuradhapura, Wilpattu","Week 01 - Visit Sri Maha Bodhi Tree, Explore Ruwanwelisaya Stupa, Walk Around Jetavanaramaya Monastery, Visit Isurumuniya Temple, Week 02 - Wilpattu National Park Jeep Safari, Visit Villu Wetlands, Sloth Bear Spotting, Butterfly Watching"
"Culture, Wildlife",Low,Family,Two Weeks,Luxury,"Anuradhapura, Wilpattu","Week 01 - Visit Sri Maha Bodhi Tree, Explore Ruwanwelisaya Stupa, Walk Around Jetavanaramaya Monastery, Visit Isurumuniya Temple, Week 02 - Wilpattu National Park Jeep Safari, Visit Villu Wetlands, Sloth Bear Spotting, Butterfly Watching"
"Culture, Wildlife",High,Family,Two Weeks,Luxury,"Anuradhapura, Wilpattu","Week 01 - Visit Sri Maha Bodhi Tree, Explore Ruwanwelisaya Stupa, Walk Around Jetavanaramaya Monastery, Visit Isurumuniya Temple, Week 02 - Wilpattu National Park Jeep Safari, Visit Villu Wetlands, Sloth Bear Spotting, Butterfly Watching"
"Culture, Wildlife",Medium,Solo,Two Weeks,Luxury,"Anuradhapura, Wilpattu","Week 01 - Visit Sri Maha Bodhi Tree, Explore Ruwanwelisaya Stupa, Walk Around Jetavanaramaya Monastery, Visit Isurumuniya Temple, Week 02 - Wilpattu National Park Jeep Safari, Visit Villu Wetlands, Sloth Bear Spotting, Butterfly Watching"
"Culture, Wildlife",Low,Solo,Two Weeks,Luxury,"Anuradhapura, Wilpattu","Week 01 - Visit Sri Maha Bodhi Tree, Explore Ruwanwelisaya Stupa, Walk Around Jetavanaramaya Monastery, Visit Isurumuniya Temple, Week 02 - Wilpattu National Park Jeep Safari, Visit Villu Wetlands, Sloth Bear Spotting, Butterfly Watching"
"Culture, Wildlife",High,Solo,Two Weeks,Luxury,"Anuradhapura, Wilpattu","Week 01 - Visit Sri Maha Bodhi Tree, Explore Ruwanwelisaya Stupa, Walk Around Jetavanaramaya Monastery, Visit Isurumuniya Temple, Week 02 - Wilpattu National Park Jeep Safari, Visit Villu Wetlands, Sloth Bear Spotting, Butterfly Watching"
"Culture, Wildlife",Medium,Group,Two Weeks,Eco-friendly,"Anuradhapura, Wilpattu","Week 01 - Visit Sri Maha Bodhi Tree, Explore Ruwanwelisaya Stupa, Walk Around Jetavanaramaya Monastery, Visit Isurumuniya Temple, Week 02 - Wilpattu National Park Jeep Safari, Visit Villu Wetlands, Sloth Bear Spotting, Butterfly Watching"
"Culture, Wildlife",Low,Group,Two Weeks,Eco-friendly,"Anuradhapura, Wilpattu","Week 01 - Visit Sri Maha Bodhi Tree, Explore Ruwanwelisaya Stupa, Walk Around Jetavanaramaya Monastery, Visit Isurumuniya Temple, Week 02 - Wilpattu National Park Jeep Safari, Visit Villu Wetlands, Sloth Bear Spotting, Butterfly Watching"
"Culture, Wildlife",High,Group,Two Weeks,Eco-friendly,"Anuradhapura, Wilpattu","Week 01 - Visit Sri Maha Bodhi Tree, Explore Ruwanwelisaya Stupa, Walk Around Jetavanaramaya Monastery, Visit Isurumuniya Temple, Week 02 - Wilpattu National Park Jeep Safari, Visit Villu Wetlands, Sloth Bear Spotting, Butterfly Watching"
"Culture, Wildlife",Medium,Family,Two Weeks,Eco-friendly,"Anuradhapura, Wilpattu","Week 01 - Visit Sri Maha Bodhi Tree, Explore Ruwanwelisaya Stupa, Walk Around Jetavanaramaya Monastery, Visit Isurumuniya Temple, Week 02 - Wilpattu National Park Jeep Safari, Visit Villu Wetlands, Sloth Bear Spotting, Butterfly Watching"
"Culture, Wildlife",Low,Family,Two Weeks,Eco-friendly,"Anuradhapura, Wilpattu","Week 01 - Visit Sri Maha Bodhi Tree, Explore Ruwanwelisaya Stupa, Walk Around Jetavanaramaya Monastery, Visit Isurumuniya Temple, Week 02 - Wilpattu National Park Jeep Safari, Visit Villu Wetlands, Sloth Bear Spotting, Butterfly Watching"
"Culture, Wildlife",High,Family,Two Weeks,Eco-friendly,"Anuradhapura, Wilpattu","Week 01 - Visit Sri Maha Bodhi Tree, Explore Ruwanwelisaya Stupa, Walk Around Jetavanaramaya Monastery, Visit Isurumuniya Temple, Week 02 - Wilpattu National Park Jeep Safari, Visit Villu Wetlands, Sloth Bear Spotting, Butterfly Watching"
"Culture, Wildlife",Medium,Solo,Two Weeks,Eco-friendly,"Anuradhapura, Wilpattu","Week 01 - Visit Sri Maha Bodhi Tree, Explore Ruwanwelisaya Stupa, Walk Around Jetavanaramaya Monastery, Visit Isurumuniya Temple, Week 02 - Wilpattu National Park Jeep Safari, Visit Villu Wetlands, Sloth Bear Spotting, Butterfly Watching"
"Culture, Wildlife",Low,Solo,Two Weeks,Eco-friendly,"Anuradhapura, Wilpattu","Week 01 - Visit Sri Maha Bodhi Tree, Explore Ruwanwelisaya Stupa, Walk Around Jetavanaramaya Monastery, Visit Isurumuniya Temple, Week 02 - Wilpattu National Park Jeep Safari, Visit Villu Wetlands, Sloth Bear Spotting, Butterfly Watching"
